"STATION","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS","WT01","WT03","WT11"
"USC00086078","2006-03-13",,,"0.00","0.0","0","87","65","65",,,
"USC00086078","2006-03-14",,,"0.00","0.0","0","86","64","65",,,
"USC00086078","2006-03-15",,,"0.00","0.0","0","86","65","69",,,
"USC00086078","2006-03-16",,,"0.00","0.0","0","82","59","59",,,
"USC00086078","2006-03-17",,,"0.00","0.0","0","81","59","60",,,
"USC00086078","2006-03-18",,,"0.00","0.0","0","83","59","63",,,
"USC00086078","2006-03-19",,,"0.00","0.0","0","82","58","66",,,
"USC00086078","2006-03-20",,,"0.00","0.0","0","87","63","63",,,
"USC00086078","2006-03-21",,,"0.00","0.0","0","84","63","66",,,
"USC00086078","2006-03-22",,,"0.00","0.0","0","86","66","73",,,
"USC00086078","2006-03-23",,,"0.00","0.0","0","86","66","66",,,
"USC00086078","2006-03-24",,,"0.00","0.0","0","86","66","66",,,
"USC00086078","2006-03-25",,,"0.05","0.0","0","73","49","52",,,
"USC00086078","2006-03-26",,,"0.00","0.0","0","68","46","46",,,
"USC00086078","2006-03-27",,,"0.00","0.0","0","71","45","45",,,
"USC00086078","2006-03-28",,,"0.00","0.0","0","77","45","53",,,
"USC00086078","2006-03-29",,,"0.00","0.0","0","82","52","58",,,
"USC00086078","2006-03-30",,,"0.00","0.0","0","84","57","62",,,
"USC00086078","2006-03-31",,,"0.00","0.0","0","85","60","61",,,
"USC00086078","2006-04-01",,,"0.00","0.0","0","86","59","76",,,
"USC00086078","2006-04-02",,,"0.00","0.0","0","86","61","73",,,
"USC00086078","2006-04-03",,,"0.00","0.0","0","86","61","73",,,
"USC00086078","2006-04-04",,,"0.00","0.0","0","83","61","62",,,
"USC00086078","2006-04-05",,,"0.00","0.0","0","86","62","64",,,
"USC00086078","2006-04-06",,,"0.00","0.0","0","83","63","66",,,
"USC00086078","2006-04-07",,,"0.00","0.0","0","82","58","58",,,
"USC00086078","2006-04-08",,,"0.00","0.0","0","84","55","56",,,
"USC00086078","2006-04-09",,,"0.00","0.0","0","86","55","68",,,
"USC00086078","2006-04-10",,,"0.00","0.0","0","86","68","74",,,
"USC00086078","2006-04-11",,,"0.00","0.0","0","82","69","70",,,
"USC00086078","2006-04-12",,,"0.00","0.0","0","85","63","63",,,
"USC00086078","2006-04-13",,,"0.00","0.0","0","86","63","66",,,
"USC00086078","2006-04-14",,,"0.00","0.0","0","86","62","62",,,
"USC00086078","2006-04-15",,,"0.00","0.0","0","84","61","61",,,
"USC00086078","2006-04-16",,,"0.00","0.0","0","85","60","61",,,
"USC00086078","2006-04-17",,,"0.00","0.0","0","84","60","62",,,
"USC00086078","2006-04-18",,,"0.00","0.0","0","85","61","63",,,
"USC00086078","2006-04-19",,,"0.00","0.0","0","86","66","69",,,
"USC00086078","2006-04-20",,,"0.00","0.0","0","88","68","70",,,
"USC00086078","2006-04-21",,,"0.00","0.0","0","90","67","69",,,
"USC00086078","2006-04-22",,,"0.00","0.0","0","91","69","70",,,
"USC00086078","2006-04-23",,,"0.00","0.0","0","91","69","78",,,
"USC00086078","2006-04-24",,,"0.00","0.0","0","89","69","69",,,
"USC00086078","2006-04-25",,,"0.00","0.0","0","91","69","73",,,
"USC00086078","2006-04-26",,,"0.00","0.0","0","89","69","69",,,
"USC00086078","2006-04-27",,,"0.00","0.0","0","90","71","76",,,
"USC00086078","2006-04-28",,,"0.00","0.0","0","87","66","66",,,
"USC00086078","2006-04-29",,,"0.00","0.0","0","88","60","69",,,
"USC00086078","2006-04-30",,,"0.00","0.0","0","86","60","65",,,
"USC00086078","2006-05-01",,,"0.00","0.0","0","88","60","62",,,
"USC00086078","2006-05-02",,,"0.00","0.0","0","86","59","59",,,
"USC00086078","2006-05-03",,,"0.00","0.0","0","87","59","64",,,
"USC00086078","2006-05-04",,,"0.00","0.0","0","88","63","67",,,
"USC00086078","2006-05-05",,,"0.00","0.0","0","87","64","65",,,
"USC00086078","2006-05-06",,,"0.00","0.0","0","89","64","75",,,
"USC00086078","2006-05-07",,,"0.00","0.0","0","89","64","66",,,
"USC00086078","2006-05-08",,,"0.00","0.0","0","91","66","68",,,
"USC00086078","2006-05-09",,,"0.00","0.0","0","92","67","77",,,
"USC00086078","2006-05-10",,,"0.10","0.0","0","88","70","71",,,
"USC00086078","2006-05-11",,,"0.00","0.0","0","91","70","72",,,
"USC00086078","2006-05-12",,,"0.02","0.0","0","92","72","72",,,
"USC00086078","2006-05-13",,,"0.00","0.0","0","90","60","62",,,
"USC00086078","2006-05-14",,,"0.00","0.0","0","89","62","81",,,
"USC00086078","2006-05-15",,,"0.00","0.0","0","89","62","81",,,
"USC00086078","2006-05-16",,,"0.39","0.0","0","91","67","70",,,
"USC00086078","2006-05-17",,,"0.58","0.0","0","76","68","68",,,
"USC00086078","2006-05-18",,,"0.00","0.0","0","82","66","66",,,
"USC00086078","2006-05-19",,,"0.00","0.0","0","82","65","70",,,
"USC00086078","2006-05-20",,,"0.00","0.0","0","84","66","74",,,
"USC00086078","2006-05-21",,,"0.00","0.0","0","90","67","85",,,
"USC00086078","2006-05-22",,,"0.00","0.0","0","90","66","75",,,
"USC00086078","2006-05-23",,,"0.00","0.0","0","91","74","75",,,
"USC00086078","2006-05-24",,,"0.00","0.0","0","84","74","74",,,
"USC00086078","2006-05-25",,,"0.00","0.0","0","92","70","71",,,
"USC00086078","2006-05-26",,,"1.08","0.0","0","92","70","71",,,
"USC00086078","2006-05-27",,,"0.00","0.0","0","87","71","72",,,
"USC00086078","2006-05-28",,,"0.00","0.0","0","90","72","72",,,
"USC00086078","2006-05-29",,,"0.00","0.0","0","95","72","90",,,
"USC00086078","2006-05-30",,,"0.40","0.0","0","95","71","72",,,
"USC00086078","2006-05-31",,,"0.00","0.0","0","92","70","71",,,
"USC00086078","2006-06-01",,,"0.06","0.0","0","91","70","73",,,
"USC00086078","2006-06-02",,,"0.20","0.0","0","92","71","72",,,
"USC00086078","2006-06-03",,,"0.02","0.0","0","90","72","74",,,
"USC00086078","2006-06-04",,,"0.00","0.0","0","90","74","83",,,
"USC00086078","2006-06-05",,,"0.00","0.0","0","90","73","73",,,
"USC00086078","2006-06-06",,,"0.00","0.0","0","90","71","72",,,
"USC00086078","2006-06-07",,,"0.00","0.0","0","90","72","74",,,
"USC00086078","2006-06-08",,,"0.00","0.0","0","93","72","73",,,
"USC00086078","2006-06-09",,,"0.00","0.0","0","94","71","74",,,
"USC00086078","2006-06-10",,,"0.22","0.0","0","93","73","76",,,
"USC00086078","2006-06-11",,,"0.67","0.0","0","93","73","75",,,
"USC00086078","2006-06-12",,,"0.74","0.0","0","80","72","77",,,
"USC00086078","2006-06-13",,,"0.24","0.0","0","84","77","81",,,
"USC00086078","2006-06-14",,,"0.16","0.0","0","85","75","76",,,
"USC00086078","2006-06-15",,,"0.00","0.0","0","91","74","74",,,
"USC00086078","2006-06-16",,,"0.00","0.0","0","94","74","75",,,
"USC00086078","2006-06-17",,,"0.07","0.0","0","96","75","77",,,
"USC00086078","2006-06-18",,,"0.98","0.0","0","94","71","73",,,
"USC00086078","2006-06-19",,,"0.74","0.0","0","94","70","73",,,
"USC00086078","2006-06-20",,,"0.00","0.0","0","93","73","74",,,
"USC00086078","2006-06-21",,,"0.00","0.0","0","94","72","75",,,
"USC00086078","2006-06-22",,,"0.00","0.0","0","94","75","75",,,
"USC00086078","2006-06-23",,,"0.00","0.0","0","95","73","74",,,
"USC00086078","2006-06-24",,,"0.00","0.0","0","92","73","75",,,
"USC00086078","2006-06-25",,,"0.17","0.0","0","91","73","78",,,
"USC00086078","2006-06-26",,,"1.45","0.0","0","91","72","73",,,
"USC00086078","2006-06-27",,,"0.22","0.0","0","89","73","74",,,
"USC00086078","2006-06-28",,,"0.00","0.0","0","93","74","75",,,
"USC00086078","2006-06-29",,,"0.91","0.0","0","95","72","73",,,
"USC00086078","2006-06-30",,,"0.17","0.0","0","93","73","74",,,
"USC00086078","2006-07-01",,,"1.28","0.0","0","94","72","76",,,
"USC00086078","2006-07-02",,,"0.00","0.0","0","92","73","73",,,
"USC00086078","2006-07-03",,,"0.07","0.0","0","93","72","75",,,
"USC00086078","2006-07-04",,,"2.39","0.0","0","93","71","83",,,
"USC00086078","2006-07-05",,,"0.00","0.0","0","92","73","74",,,
"USC00086078","2006-07-06",,,"0.00","0.0","0","91","73","76",,,
"USC00086078","2006-07-07",,,"0.32","0.0","0","91","74","76",,,
"USC00086078","2006-07-08",,,"1.11","0.0","0","87","72","72",,,
"USC00086078","2006-07-09",,,"0.03","0.0","0","89","71","72",,,
"USC00086078","2006-07-10",,,"1.65","0.0","0","91","70","73",,,
"USC00086078","2006-07-11",,,"0.25","0.0","0","91","72","74",,,
"USC00086078","2006-07-12",,,"0.88","0.0","0","90","72","73",,,
"USC00086078","2006-07-13",,,"0.00","0.0","0","88","73","74",,,
"USC00086078","2006-07-14",,,"0.11","0.0","0","88","74","75",,,
"USC00086078","2006-07-15",,,"0.59","0.0","0","90","73","75",,,
"USC00086078","2006-07-16",,,"0.01","0.0","0","94","73","73",,,
"USC00086078","2006-07-17",,,"0.00","0.0","0","92","73","75",,,
"USC00086078","2006-07-18",,,"0.00","0.0","0","95","75","75",,,
"USC00086078","2006-07-19",,,"0.05","0.0","0","94","74","74",,,
"USC00086078","2006-07-20",,,"0.32","0.0","0","92","71","73",,,
"USC00086078","2006-07-21",,,"1.36","0.0","0","88","71","72",,,
"USC00086078","2006-07-22",,,"0.08","0.0","0","91","72","74",,,
"USC00086078","2006-07-23",,,"0.85","0.0","0","86","72","82",,,
"USC00086078","2006-07-24",,,"0.01","0.0","0","91","74","74",,,
"USC00086078","2006-07-25",,,"0.00","0.0","0","93","74","77",,,
"USC00086078","2006-07-26",,,"0.45","0.0","0","95","74","76",,,
"USC00086078","2006-07-27",,,"0.29","0.0","0","96","74","75",,,
"USC00086078","2006-07-28",,,"0.90","0.0","0","96","73","73",,,
"USC00086078","2006-07-29",,,"0.25","0.0","0","96","73","76",,,
"USC00086078","2006-07-30",,,"0.00","0.0","0","92","75","76",,,
"USC00086078","2006-07-31",,,"0.00","0.0","0","95","75","77",,,
"USC00086078","2006-08-01",,,"0.01","0.0","0","95","74","75",,,
"USC00086078","2006-08-02",,,"0.00","0.0","0","95","73","76",,,
"USC00086078","2006-08-03",,,"0.00","0.0","0","96","76","76",,,
"USC00086078","2006-08-04",,,"0.47","0.0","0","94","74","75",,,
"USC00086078","2006-08-05",,,"0.09","0.0","0","94","73","76",,,
"USC00086078","2006-08-06",,,"0.00","0.0","0","93","75","85",,,
"USC00086078","2006-08-07",,,"0.12","0.0","0","95","76","76",,,
"USC00086078","2006-08-08",,,"0.39","0.0","0","92","72","75",,,
"USC00086078","2006-08-09",,,"0.12","0.0","0","93","72","72",,,
"USC00086078","2006-08-10",,,"1.30","0.0","0","95","72","73",,,
"USC00086078","2006-08-11",,,"0.00","0.0","0","92","73","77",,,
"USC00086078","2006-08-12",,,"0.01","0.0","0","93","76","82",,,
"USC00086078","2006-08-13",,,"0.00","0.0","0","93","76","77",,,
"USC00086078","2006-08-14",,,"0.00","0.0","0","92","75","76",,,
"USC00086078","2006-08-15",,,"0.91","0.0","0","92","73","74",,,
"USC00086078","2006-08-16",,,"0.90","0.0","0","92","74","75",,,
"USC00086078","2006-08-17",,,"0.25","0.0","0","93","74","75",,,
"USC00086078","2006-08-18",,,"0.00","0.0","0","94","74","75",,,
"USC00086078","2006-08-19",,,"0.06","0.0","0","95","74","77",,,
"USC00086078","2006-08-20",,,"2.76","0.0","0","93","70","80",,,
"USC00086078","2006-08-21",,,"1.25","0.0","0","91","73","74",,,
"USC00086078","2006-08-22",,,"0.00","0.0","0","93","73","73",,,
"USC00086078","2006-08-23",,,"0.00","0.0","0","94","73","75",,,
"USC00086078","2006-08-24",,,"0.30","0.0","0","94","74","75",,,
"USC00086078","2006-08-25",,,"0.00","0.0","0","95","75","76",,,
"USC00086078","2006-08-26",,,"0.05","0.0","0","95","73","75",,,
"USC00086078","2006-08-27",,,"1.08","0.0","0","93","73","84",,,
"USC00086078","2006-08-28",,,"0.00","0.0","0","95","75","76",,,
"USC00086078","2006-08-29",,,"0.00","0.0","0","94","74","75",,,
"USC00086078","2006-08-30",,,"0.09","0.0","0","94","75","76",,,
"USC00086078","2006-08-31",,,"1.40","0.0","0","82","75","80",,,
"USC00086078","2006-09-01",,,"0.10","0.0","0","93","75","78",,,
"USC00086078","2006-09-02",,,"0.42","0.0","0","93","75","77",,,
"USC00086078","2006-09-03",,,"0.06","0.0","0","91","75","87",,,
"USC00086078","2006-09-04",,,"1.22","0.0","0","88","72","76",,,
"USC00086078","2006-09-05",,,"0.00","0.0","0","89","72","73",,,
"USC00086078","2006-09-06",,,"0.00","0.0","0","85","70","71",,,
"USC00086078","2006-09-07",,,"0.45","0.0","0","91","74","75",,,
"USC00086078","2006-09-08",,,"0.00","0.0","0","93","74","75",,,
"USC00086078","2006-09-09",,,"0.56","0.0","0","94","74","79",,,
"USC00086078","2006-09-10",,,"0.08","0.0","0","94","74","83",,,
"USC00086078","2006-09-11",,,"0.22","0.0","0","92","74","75",,,
"USC00086078","2006-09-12",,,"0.25","0.0","0","93","74","75",,,
"USC00086078","2006-09-13",,,"0.52","0.0","0","93","74","75",,,
"USC00086078","2006-09-14",,,"0.76","0.0","0","90","74","76",,,
"USC00086078","2006-09-15",,,"0.00","0.0","0","93","76","77",,,
"USC00086078","2006-09-16",,,"0.02","0.0","0","92","75","78",,,
"USC00086078","2006-09-17",,,"0.04","0.0","0","93","74","85",,,
"USC00086078","2006-09-18",,,"0.19","0.0","0","93","75","75",,,
"USC00086078","2006-09-19",,,"0.26","0.0","0","90","74","76",,,
"USC00086078","2006-09-20",,,"0.46","0.0","0","90","74","75",,,
"USC00086078","2006-09-21",,,"0.06","0.0","0","90","74","75",,,
"USC00086078","2006-09-22",,,"0.00","0.0","0","90","75","76",,,
"USC00086078","2006-09-23",,,"0.53","0.0","0","91","72","73",,,
"USC00086078","2006-09-24",,,"0.00","0.0","0","91","73","82",,,
"USC00086078","2006-09-25",,,"0.00","0.0","0","94","73","76",,,
"USC00086078","2006-09-26",,,"0.00","0.0","0","91","75","76",,,
"USC00086078","2006-09-27",,,"0.00","0.0","0","92","75","76",,,
"USC00086078","2006-09-28",,,"0.65","0.0","0","88","73","73",,,
"USC00086078","2006-09-29",,,"0.00","0.0","0","87","65","65",,,
"USC00086078","2006-09-30",,,"0.00","0.0","0","87","65","69",,,
"USC00086078","2006-10-01",,,"0.00","0.0","0","88","69","71",,,
"USC00086078","2006-10-02",,,"0.00","0.0","0","89","71","72",,,
"USC00086078","2006-10-03",,,"0.00","0.0","0","90","70","73",,,
"USC00086078","2006-10-04",,,"0.00","0.0","0","90","70","73",,,
"USC00086078","2006-10-05",,,"0.00","0.0","0","90","71","71",,,
"USC00086078","2006-10-06",,,"0.00","0.0","0","90","71","72",,,
"USC00086078","2006-10-07",,,"0.00","0.0","0","92","69","90",,,
"USC00086078","2006-10-08",,,"0.00","0.0","0","92","68","77",,,
"USC00086078","2006-10-09",,,"0.00","0.0","0","88","71","71",,,
"USC00086078","2006-10-10",,,"0.00","0.0","0","88","68","68",,,
"USC00086078","2006-10-11",,,"0.00","0.0","0","87","66","67",,,
"USC00086078","2006-10-12",,,"0.00","0.0","0","85","66","74",,,
"USC00086078","2006-10-13",,,,"0.0","0",,,,,,
"USC00086078","2006-10-14",,"0.02",,"0.0","0","86","72","72",,,
"USC00086078","2006-10-15",,,"0.00","0.0","0","86","65","73",,,
"USC00086078","2006-10-16",,,"0.00","0.0","0","88","68","68",,,
"USC00086078","2006-10-17",,,"0.00","0.0","0","88","68","70",,,
"USC00086078","2006-10-18",,,"0.00","0.0","0","87","70","71",,,
"USC00086078","2006-10-19",,,"0.00","0.0","0","91","70","72",,,
"USC00086078","2006-10-20",,,"0.00","0.0","0","90","71","73",,,
"USC00086078","2006-10-21",,,"0.00","0.0","0","88","72","72",,,
"USC00086078","2006-10-22",,,"0.00","0.0","0","92","70","80",,,
"USC00086078","2006-10-23",,,"0.00","0.0","0","92","70","73",,,
"USC00086078","2006-10-24",,,"0.00","0.0","0","87","57","57",,,
"USC00086078","2006-10-25",,,"0.00","0.0","0","73","52","54",,,
"USC00086078","2006-10-26",,,"0.00","0.0","0","80","52","60",,,
"USC00086078","2006-10-27",,,"0.00","0.0","0","84","60","64",,,
"USC00086078","2006-10-28",,,"0.80","0.0","0","87","64","74",,,
"USC00086078","2006-10-29",,,"0.40","0.0","0","77","57","66",,,
"USC00086078","2006-10-30",,,"0.01","0.0","0","81","57","63",,,
"USC00086078","2006-10-31",,,"0.00","0.0","0","84","62","68",,,
"USC00086078","2006-11-01",,,"0.00","0.0","0","87","68","72",,,
"USC00086078","2006-11-02",,,"0.00","0.0","0","87","72","73",,,
"USC00086078","2006-11-03",,,"0.07","0.0","0","76","68","69",,,
"USC00086078","2006-11-04",,,"0.00","0.0","0","82","69","70",,,
"USC00086078","2006-11-05",,,"0.00","0.0","0","80","64","64",,,
"USC00086078","2006-11-06",,,"0.00","0.0","0","83","64","65",,,
"USC00086078","2006-11-07",,,"0.00","0.0","0","84","65","70",,,
"USC00086078","2006-11-08",,,"0.42","0.0","0","76","69","72",,,
"USC00086078","2006-11-09",,,"0.00","0.0","0","78","59","59",,,
"USC00086078","2006-11-10",,,"0.00","0.0","0","78","57","57",,,
"USC00086078","2006-11-11",,,"0.00","0.0","0","81","56","66",,,
"USC00086078","2006-11-12",,,"0.00","0.0","0","80","62","74",,,
"USC00086078","2006-11-13",,,"0.00","0.0","0","82","62","62",,,
"USC00086078","2006-11-14",,,"0.00","0.0","0","77","58","58",,,
"USC00086078","2006-11-15",,,"0.00","0.0","0","78","57","62",,,
"USC00086078","2006-11-16",,,"0.00","0.0","0","85","62","76",,,
"USC00086078","2006-11-17",,,"0.10","0.0","0","78","66","66",,,
"USC00086078","2006-11-18",,,"0.01","0.0","0","76","55","57",,,
"USC00086078","2006-11-19",,,"0.00","0.0","0","72","48","48",,,
"USC00086078","2006-11-20",,,"0.00","0.0","0","70","48","54",,,
"USC00086078","2006-11-21",,,"0.00","0.0","0","61","44","48",,,
"USC00086078","2006-11-22",,,"0.00","0.0","0","63","44","46",,,
"USC00086078","2006-11-23",,,"0.00","0.0","0","67","46","48",,,
"USC00086078","2006-11-24",,,"0.00","0.0","0","70","48","60",,,
"USC00086078","2006-11-25",,,"0.00","0.0","0","76","59","70",,,
"USC00086078","2006-11-26",,,"0.00","0.0","0","78","64","65",,,
"USC00086078","2006-11-27",,,"0.00","0.0","0","77","63","63",,,
"USC00086078","2006-11-28",,,"0.00","0.0","0","83","62","64",,,
"USC00086078","2006-11-29",,,"0.30","0.0","0","85","64","67",,,
"USC00086078","2006-11-30",,,"0.03","0.0","0","85","67","70",,,
"USC00086078","2006-12-01",,,"0.05","0.0","0","86","70","71",,,
"USC00086078","2006-12-02",,,"0.00","0.0","0","86","68","77",,,
"USC00086078","2006-12-03",,,"0.00","0.0","0","84","68","76",,,
"USC00086078","2006-12-04",,,"0.04","0.0","0","87","68","68",,,
"USC00086078","2006-12-05",,,"0.01","0.0","0","77","61","61",,,
"USC00086078","2006-12-06",,,"0.00","0.0","0","77","60","63",,,
"USC00086078","2006-12-07",,,"0.00","0.0","0","80","63","66",,,
"USC00086078","2006-12-08",,,"0.03","0.0","0","82","60","61",,,
"USC00086078","2006-12-09",,,"0.00","0.0","0","64","52","64",,,
"USC00086078","2006-12-10",,,"0.00","0.0","0","74","52","69",,,
"USC00086078","2006-12-11",,,"0.00","0.0","0","79","52","62",,,
"USC00086078","2006-12-12",,,"0.00","0.0","0","81","62","62",,,
"USC00086078","2006-12-13",,,"0.00","0.0","0","82","62","66",,,
"USC00086078","2006-12-14",,,"0.00","0.0","0","84","66","70",,,
"USC00086078","2006-12-15",,,"0.06","0.0","0","82","68","70",,,
"USC00086078","2006-12-16",,,"0.17","0.0","0","78","67","67",,,
"USC00086078","2006-12-17",,,"0.16","0.0","0","78","67","77",,,
"USC00086078","2006-12-18",,,"0.00","0.0","0","82","65","66",,,
"USC00086078","2006-12-19",,,"0.00","0.0","0","83","64","65",,,
"USC00086078","2006-12-20",,,"0.00","0.0","0","81","60","60",,,
"USC00086078","2006-12-21",,,"0.00","0.0","0","82","60","66",,,
"USC00086078","2006-12-22",,,"0.00","0.0","0","82","65","70",,,
"USC00086078","2006-12-23",,,"0.23","0.0","0","83","70","73",,,
"USC00086078","2006-12-24",,,"0.00","0.0","0","82","67","78",,,
"USC00086078","2006-12-25",,,"0.02","0.0","0","86","74","76",,,
"USC00086078","2006-12-26",,,"0.73","0.0","0","82","64","64",,,
"USC00086078","2006-12-27",,,"0.13","0.0","0","74","53","53",,,
"USC00086078","2006-12-28",,,"0.00","0.0","0","63","48","50",,,
"USC00086078","2006-12-29",,,"0.00","0.0","0","77","49","64",,,
"USC00086078","2006-12-30",,,"0.00","0.0","0","83","64","77",,,
"USC00086078","2006-12-31",,,"0.00","0.0","0","84","64","71",,,
"USC00086078","2007-01-01",,,"0.00","0.0","0","83","67","69",,,
"USC00086078","2007-01-02",,,"0.00","0.0","0","82","66","68",,,
"USC00086078","2007-01-03",,,"0.00","0.0","0","81","66","66",,,
"USC00086078","2007-01-04",,,"0.00","0.0","0","85","65","65",,,
"USC00086078","2007-01-05",,,"0.00","0.0","0","84","65","70",,,
"USC00086078","2007-01-06",,,"0.00","0.0","0","84","65","68",,,
"USC00086078","2007-01-07",,,"0.00","0.0","0","86","66","67",,,
"USC00086078","2007-01-08",,,"0.00","0.0","0","86","66","68",,,
"USC00086078","2007-01-09",,,"0.00","0.0","0","83","55","56",,,
"USC00086078","2007-01-10",,,"0.00","0.0","0","68","48","49",,,
"USC00086078","2007-01-11",,,"0.00","0.0","0","70","49","55",,,
"USC00086078","2007-01-12",,,"0.00","0.0","0","78","55","72",,,
"USC00086078","2007-01-13",,,"0.00","0.0","0","79","61","64",,,
"USC00086078","2007-01-14",,,"0.00","0.0","0","82","61","70",,,
"USC00086078","2007-01-15",,,"0.00","0.0","0","82","58","81",,,
"USC00086078","2007-01-16",,,"0.00","0.0","0","83","67","68",,,
"USC00086078","2007-01-17",,,"0.00","0.0","0","83","65","66",,,
"USC00086078","2007-01-18",,,"0.00","0.0","0","80","64","65",,,
"USC00086078","2007-01-19",,,"0.00","0.0","0","80","64","67",,,
"USC00086078","2007-01-20",,,"0.00","0.0","0","82","61","62",,,
"USC00086078","2007-01-21",,,"0.00","0.0","0","78","60","60",,,
"USC00086078","2007-01-22",,,"0.00","0.0","0","85","60","67",,,
"USC00086078","2007-01-23",,,"0.00","0.0","0","82","67","68",,,
"USC00086078","2007-01-24",,,"0.00","0.0","0","80","62","63",,,
"USC00086078","2007-01-25",,,"0.50","0.0","0","82","62","63",,,
"USC00086078","2007-01-26",,,"0.20","0.0","0","62","44","45",,,
"USC00086078","2007-01-27",,,"0.01","0.0","0","70","50","55",,,
"USC00086078","2007-01-28",,,"0.03","0.0","0","79","55","70",,,
"USC00086078","2007-01-29",,,"0.00","0.0","0","71","50","52",,,
"USC00086078","2007-01-30",,,"0.00","0.0","0","70","40","41",,,
"USC00086078","2007-01-31",,,"0.00","0.0","0","64","40","49",,,
"USC00086078","2007-02-01",,,"0.00","0.0","0","73","40","57",,,
"USC00086078","2007-02-02",,,"0.00","0.0","0","81","57","74",,,
"USC00086078","2007-02-03",,,"0.00","0.0","0","83","65","66",,,
"USC00086078","2007-02-04",,,"0.00","0.0","0","67","57","60",,,
"USC00086078","2007-02-05",,,"0.08","0.0","0","66","53","54",,,
"USC00086078","2007-02-06",,,"0.15","0.0","0","59","48","49",,,
"USC00086078","2007-02-07",,,"0.08","0.0","0","69","49","52",,,
"USC00086078","2007-02-08",,,"0.00","0.0","0","77","52","55",,,
"USC00086078","2007-02-09",,,"0.00","0.0","0","76","54","54",,,
"USC00086078","2007-02-10",,,"0.00","0.0","0","79","53","62",,,
"USC00086078","2007-02-11",,,"0.00","0.0","0","79","53","64",,,
"USC00086078","2007-02-12",,,"0.35","0.0","0","79","53","64",,,
"USC00086078","2007-02-13",,,"0.35","0.0","0","72","62","63",,,
"USC00086078","2007-02-14",,,"0.00","0.0","0","80","62","71",,,
"USC00086078","2007-02-15",,,"0.00","0.0","0","79","61","62",,,
"USC00086078","2007-02-16",,,"0.44","0.0","0","64","52","53",,,
"USC00086078","2007-02-17",,,"0.02","0.0","0","60","38","45",,,
"USC00086078","2007-02-18",,,"0.12","0.0","0","60","45","52",,,
"USC00086078","2007-02-19",,,"0.00","0.0","0","61","40","40",,,
"USC00086078","2007-02-20",,,"0.00","0.0","0",,,,,,
"USC00086078","2007-02-21",,,"0.00","0.0","0","77","45","52",,,
"USC00086078","2007-02-22",,,"0.00","0.0","0","78","52","58",,,
"USC00086078","2007-02-23",,,"0.00","0.0","0","77","56","56",,,
"USC00086078","2007-02-24",,,"0.00","0.0","0","81","55","64",,,
"USC00086078","2007-02-25",,,"0.00","0.0","0","81","55","78",,,
"USC00086078","2007-02-26",,,"0.00","0.0","0","82","55","70",,,
"USC00086078","2007-02-27",,,"0.00","0.0","0","82","70","72",,,
"USC00086078","2007-02-28",,,"0.50","0.0","0","84","68","68",,,
"USC00086078","2007-03-01",,,"0.00","0.0","0","85","67","68",,,
"USC00086078","2007-03-02",,,"0.00","0.0","0","85","68","74",,,
"USC00086078","2007-03-03",,,"0.00","0.0","0","85","73","75",,,
"USC00086078","2007-03-04",,,"0.00","0.0","0","85","61","66",,,
"USC00086078","2007-03-05",,,"0.00","0.0","0","85","53","53",,,
"USC00086078","2007-03-06",,,"0.00","0.0","0","72","47","61",,,
"USC00086078","2007-03-07",,,"0.00","0.0","0","76","53","54",,,
"USC00086078","2007-03-08",,,"0.00","0.0","0","81","53","57",,,
"USC00086078","2007-03-09",,,"0.00","0.0","0","81","57","60",,,
"USC00086078","2007-03-10",,,"0.00","0.0","0","85","59","60",,,
"USC00086078","2007-03-11",,,"0.00","0.0","0","83","59","70",,,
"USC00086078","2007-03-12",,,"0.00","0.0","0","84","59","63",,,
"USC00086078","2007-03-13",,,"0.00","0.0","0","85","60","60",,,
"USC00086078","2007-03-14",,,"0.00","0.0","0","84","60","62",,,
"USC00086078","2007-03-15",,,"0.00","0.0","0","82","62","67",,,
"USC00086078","2007-03-16",,,"0.00","0.0","0","84","62","67",,,
"USC00086078","2007-03-17",,,"0.18","0.0","0","83","64","64",,,
"USC00086078","2007-03-18",,,"0.01","0.0","0","83","48","56",,,
"USC00086078","2007-03-19",,,"0.00","0.0","0","75","55","55",,,
"USC00086078","2007-03-20",,,"0.00","0.0","0","81","59","79",,,
"USC00086078","2007-03-21",,,"0.00","0.0","0","81","59","72",,,
"USC00086078","2007-03-22",,,"0.00","0.0","0","83","59","61",,,
"USC00086078","2007-03-23",,,"0.00","0.0","0",,,,,,
"USC00086078","2007-03-24",,,"0.00","0.0","0","87","63","63",,,
"USC00086078","2007-03-25",,,"0.00","0.0","0","87","63","74",,,
"USC00086078","2007-03-26",,,"0.00","0.0","0","87","63","64",,,
"USC00086078","2007-03-27",,,"0.00","0.0","0","87","64","65",,,
"USC00086078","2007-03-28",,,"0.00","0.0","0","85","61","61",,,
"USC00086078","2007-03-29",,,"0.00","0.0","0","87","61","64",,,
"USC00086078","2007-03-30",,,"0.00","0.0","0","84","63","65",,,
"USC00086078","2007-03-31",,,"0.00","0.0","0","86","62","69",,,
"USC00086078","2007-04-01",,,"0.00","0.0","0","86","60","76",,,
"USC00086078","2007-04-02",,,"0.00","0.0","0","86","60","64",,,
"USC00086078","2007-04-03",,,"0.00","0.0","0","87","60","65",,,
